name,flower_lang,info,type
목서,유혹,"목서, 이름도 특이하지만 향기가 일품이다. 오늘의 꽃은 목서류 중 꽃이 등황색인 원예종으로써 추위에 약해 주로 남부지역에서 정원용으로 쓰인다. 잎겨드랑이에서 나오는 등황색 꽃의 향기가 일품이다. 향으로 방화곤충을 유혹한다. ","물푸레나무과에 속하며 세계적으로 약 15-20종이 있다. 아시아, 태평양의 섬들, 미국 남부지역 등의 숲 속에서 자생한다. 우리나라에는 경남, 전남, 제주지역에 자생한다. 주로 관상하는 부위는 잎으로 무늬종들이 많으며, 대부분 종이 잎 끝에 강한 가시가 있다. 금목서의 속명 Osmanthus를 풀어보면 osme는 냄새나 향기를 뜻하고, anthos는 꽃을 의미한다. "
꽃아그배나무,산뜻한 미소,봄에 피는 꽃이 겹꽃으로 아름답지만 가을에 달리는 열매 역시 관상가치가 뛰어나다. 추위에 강해 햇볕만 충분하고 공해가 적은 곳이면 우리나라 어디서든 잘 자란다. 꽃사과와 비슷한 모양이지만 다른 종류이다.,"장미과에 속하는 낙엽성의 키작은 나무이다. 비슷한 종으로 아그배, 꽃사과, 야광나무, 개야광나무, 개아그배나무 등이 있다."
단풍나무,변치 않는 귀여움,가을 하면 제일 먼저 떠오르는 식물은 단풍나무이다. 흔히 일기예보에서 단풍 색으로 가을이 오는 속도를 잠작하기 때문이다. 설악산에서 저 멀리 내장산까지 단풍의 피크시기를 예고하기도 한다. 온도나 광으로 알아보는 일기예보도 좋지만 들에 피는 꽃이나 단풍처럼 계절의 변화를 먼저 아는 야생식물들의 움직임이나 변화를 통해 계절을 알아보는 것도 참 좋다. 이미 상당부분 자연과 교감한다는 말이기 때문이다. 빨간 단풍은 가을에 사람들을 시인으로 만든다.,"단풍나무도 종류가 무척 많다. 세계적으로 약 150종이 유럽, 아프리카 북부, 아시아, 미국 중북부지역의 숲속에 자생한다. 우리나라에도 꽤 많은 종들이 분포하고 있다. 신나무, 고로쇠나무, 시닥나무, 당단풍, 복자기 등 30여 종이나 자생하고 있다."
담쟁이덩굴,공생,"담쟁이, 시골이든 도시든 돌담을 보면 가장 먼저 떠오르는 식물이다. 봄부터 여름까지 녹색으로 덮어주는 것도 좋지만 가을에 빨간 단풍까지 선사해 주기 때문이다. 한번 심어두면 어찌나 번식력이 좋은지 몇 해만 지나면 완전히 덮어버린다. 담쟁이로 덮은 건물벽은 수명이 더 길다. 표면을 보호하며 벽과 공생하기 때문이다. ",포도과에 속하는 덩굴성의 낙엽수다. 비슷한 것으로 미국담쟁이덩굴이 있는데 잎이 더 크고 가을에 단풍도 더 빨갛게 든다. 
산딸나무,희생,유럽에서는 예수님이 짊어지신 십자가를 만든 나무로 알려져 신성시하기도 한다. 정원수로서 없어서는 안될 아름다운 종이다. ,층층나무과에 속하는 낙엽성 교목이다. 주로 중부이남에 분포하며 유사종으로 말채나무와 산수유가 있다. 미국산딸나무는 꽃색이 분홍색으로 정원용으로 아주 아름답다. 
박하,덕,"잎을 따 손가락으로 문질러 코에 대면 아주 강한 향기가 난다. 박하 하면 어렸을 때 귀하게 먹던 하얀 박하사탕이 먼저 떠오른다. 아무리 우는 아이도 박하사탕 한 알이면 울음이 뚝 그쳤는데, 요즘은 음식점 계산대에 있으나 사람들이 즐겨먹지 않는 것 같다. ",박하는 꿀풀과에 속하는 식물로 지구상에 약 25종이 있다. 유럽이나 아프리카 및 아시아가 주요 원산지이며 습기가 많은 저지대 초원에서 흔히 분포한다. 우리나라에는 주로 남부지역의 들에 박하가 자생하고 있는데 귀화식물들처럼 옛날에 약용으로 재배되던 것들이 주변에서 터를 잡고 스스로 살아간다. 
달뿌리풀,유용,갈대와 흡사하게 생겨 많이 혼동하는 풀이다. 갈대에 비해 꽃 이삭이 길고 엉성해 보이며 뿌리줄기가 갈대는 주로 땅속으로 벋는데 달뿌리풀은 땅위로 벋으며 마디마다 새뿌리가 내린다. 8-9월의 초가을에 벼처럼 이삭모양의 꽃이 핀다. 꽃말처럼 용도가 다양하다. ,"벼과의 여러해살이풀이다. 우리나라 전역에 냇가에서 흔히 자라며 중국, 러시아 등 북반구의 온대는 몰론 한대에 이르기까지 폭넓게 분포한다. "
층꽃나무,허무한 삶,층꽃나무 하면 가을 시골길가에서 무릎높이의 아담한 키로 푸른빛을 띠는 자주색 꽃들이 층을 이루며 피어있는 모습이 떠오른다. 꽃이 층을 이루며 피기때문에 금방 알아볼수 있다. 꽃말처럼 꽃이 핀뒤 얼마 못가 꽃이 떨어져 버린다. 풀처럼 생긴 나무라 층꽃풀이라고도 한다. ,"마편초과의 낙엽성 소관목이다. 제주, 경남, 전남 등 남부지역에 자생하며 유사한 것으로 흰층꽃나무가 있다. "
비파나무,현명,남부에서 과실을 수확하기 위해 재배하는 나무이다. 최근 노란 열매가 항암효과가 있다는 것이 알려지면서 재배면적이 늘어나고 있다. 남부에서는 정원수로도 손색없는 나무이다. ,"장미과에 속하는 상록성의 덩굴 또는 작은 교목이다. 세계적으로 약 30종 정도가 분포하는데, 주로 히말라야나 아시아 동부지역의 숲 속에서 자생한다."
사과나무,유혹,"꽃말이 왜 유혹일까, 어떻게 유혹한다는 것일까. 빨간 외관으로, 아니면 그 일품인 맛으로, 어떤 이유에서건 사과로부터 유혹을 많이 받았으면 좋겠다. 빨갛게 잘 익어 가지에 달려있는 모습도 탐스럽고 예쁘지만 사과만큼 우리 몸에 좋은 과실도 드물기 때문이다. ","장미과의 낙엽관목이다. 약 35종이 유럽, 아시아, 북미지역에 주로 분포하며 꽃에 향기나는 것들도 많다. 현재 우리가 즐겨먹는 사과는 Malus domestica종에서 유래된 품종들로써 많은 품종들이 개발되어 있다. "
샤프란,온화한 미소,"사프란은 알뿌리 식물인 크로커스 종류다. 봄에 피는 것과 가을에 피는 것이 있는데, 가을에 피는 것을 사프란이라 부른다. 흰색, 자주색 등 몇 가지 품종이 있다. 꽃 모양이 꽃말처럼 매우 아름답다. ","전 세계적으로 약 80종이 분포하는데 유럽 중남부, 북아프리카, 중동, 아시아 중부 및 중국 서부 등이 자생지로써, 숲이나 덤불 초원 등 해안가로부터 고산에 이르기까지 널리 서식한다. "
석류,원숙한 아름다움,꽃말은 완전히 잘 익어서 쫙 벌어진 채 빨간 속을 보여주는 완숙상태인 석류의 아름다움을 뜻하는 것 같다. 열매는 처음에 녹색으로 달렸다가 다익으면 빨간색으로 변하는데 잘익은 열매는 껍질이 툭 터지면서 속에서 루비보석과 같은 알이 삐죽삐죽 나오는데 정말 보기좋고 냄새도 좋다. 한자이름은 石榴이다. ,낙엽성 소관목이지만 높이 10m까지 자란다. 석류는 지구상에 단 2종이 분포하는데 한 종은 유럽 동남부에서 히말라야에 걸쳐 분포하고 다른 한 종은 예멘의 소코트라(Socotra)에 자생한다.
시클라멘,"수줍음, 질투, 의심",시클라멘을 보면 마치 두팔을 활짝들고 만세 부르는 모습이 떠오른다. 만개기에 아래로 완전히 제켜진 꽃잎들이 화분을 가득 덮는데 모양이 정말 아름답다. 잎도 무늬가 들어있는 종들이 많으며 분화용으로 보편화되어 있다.,"앵초과에 속하는 알뿌리식물이다. 세계적으로 약 19종이 분포하고 있는데, 이란의 동부지역과 소말리아 남부지역에 집중적으로 자생한다."
수크령,가을의 향연,"언뜻 보면 강아지풀을 닮은 수크령, 가을에 이만큼 아름다운 꽃도 드물지 싶다. 꽃말처럼 가을화단이나 꽃길의 주연이다.",벼과에 속하는 여러해살이풀이다. 고향이 아시아 전역이며 일부 열대지역에서도 자생한다.
아스파라거스,불변,"아스파라거스, 진한 녹색을 띠는 줄기나 잎이 좋아 정원용으로도 쓰이지만 채소로 먹는 연한 순이 먼저 떠오른다. 아스파라거스에는 술마신 다음날 숙취해소를 위해 먹는 콩나물국보다 아스파라긴산이 50배가 더 들어있다.",백합과의 여러해살이풀로 원종은 지중해 연안으로부터 러시아 남부의 해안 등 따뜻하고 비가 적은 지역에서 자생하고 있다. 약 2000년 전부터 약용 또는 식용으로 이용되었다. 
바위떡풀,앙증,자생지에서 늦여름 또는 초가을에 흰색으로 핀다. 바위틈 같은 화단에 잘 어울리지만 키가 크지않아 분화용으로도 좋은 식물이다. 꽃 모양이 특이하며 앙증맞게 생겼다.,"범의귀과에 속하는 여러해살이풀이다. 우리나라 중국, 일본 등 산속의 습한 바위 표면에 붙어 자생한다. 유사종으로 지리산바위떡풀 등 2종이 있다."
억새,은퇴,우리나라 가을의 모습을 단풍 다음으로 아름답게 꾸며주는 것이 억새다. 길가의 산자락이나 들판을 바람 부는데로 몸을 맡기며 자연스럽게 아름다움을 뽐낸다. 억새는 특히 역광으로 보면 속이 투명하여 보는 사람들에게 기쁨을 준다. ,"억새는 벼과의 여러해살이풀로서 종류가 몇가지 있다. 참억새를 기준으로 족보를 보면 자식뻘에 해당하는 것이 '얼룩억새'(잎에 얼룩), '가는잎억새'(잎이 가는), '억새'이고, 같은 학렬(억새의 아저씨뻘)에 속하는 것들로 '물억새', '억새아재비'가 있다."
해국,침묵,지금쯤 바닷가 바위 겉에서 세찬 바람을 자극삼아 꽃을 한창 피우고 있다. 바닷바람 때문에 키가 크지 못하고 낮게 엎드려 꽃을 피운다. 다른 쑥부쟁이류에 비해 키가 작으면서 꽃이 크고 아름답다. 바닷가에서 항상 사나운 파도와 거센 비바람과 맞대 있지만 항상 한결같은 모습으로 침묵하며 조용히 자신의 아름다움을 드러낸다.,해국은 국화과에 속하는 반목본성의 다년생식물이다. 우리나라의 제주나 남부해안가 및 동부 해안지역에 흔히 자생한다.
오미자,다시 만납시다.,"꽃말이 월드컵이나 올림픽 끝날 때 전광판에 나오는 말이다. 빨갛게 익은 선홍색 열매의 아름다움을 보려면 다시 내년을 기약해야 한다는 뜻으로 보인다. 오미자(五味子)는 열매에 단맛·신맛·쓴맛·짠맛·매운맛의 5가지 맛이 섞여있어 붙여진 이름이며, 신맛이 특히 강하다. ","오미자는 덩굴성 낙엽수이다. 종류는 태백산 일대에 자라는 오미자(북오미자), 남부 섬이나 제주에 자생하는 남오미자, 흑오미자가 있다. "
괭이밥(옥살리스),당신을 버리지 않음,"사랑초(옥살리스, 괭이밥류)라는 이름으로 일반에 잘 알려진 꽃이다. 꽃잎이 하트모양을 하고 있으며 해가지면 잎들이 서로 붙어 껴안고 잠자는 모습을 한다. 꽃말보다는 훨씬 더 적극적인 애정을 가진 식물인 것 같다.","괭이밥과에 속하는 여러해살이풀이다. 세계적으로 약 500종 이상 분포하는 대가족으로 남아프리카와 남미지역에 많이 분포하고 있다. 우리나라에는 애기괭이밥, 큰괭이밥, 괭이밥 세 가지가 있다. "
은행나무,장수,"노란 은행나무 잎은 단풍과 함께 우리나라 산야는 물론 도심속 가을을 대표한다. 게다가 천년이상 사는 나무들이 흔치 않은데 은행나무는 그 이상을 산다하니 '장수'라는 꽃말이 붙은듯 하다. 용문사 은행나무는 1,100살로써 조선 세종때 정3품 벼슬인 당상직첩(當上職牒)을 하사받았다고 한다. 은행나무는 진화론자 다윈이 '살아있는 화석'이라 칭할 만큼 귀한 나무이며 지구의 역사를 지켜온 나무이다. ",은행나무는 지구상에 피붙이 하나없는 외로운 종으로 단 1속1종의 식물로써 고향은 중국 남부지역이다. 몇 가지 품종이 개량되어 이용되고 있다. 요즘 길가를 지나다 보면 도로변 조경을 위해 가로수로 심어놓은 은행나무에서 길가던 행인들이 땅에 떨어진 은행(銀杏)을 줍느라 한참 재미보는 모습(은행털이?)을 쉽게 볼수 있다. 은행나무는 암나무와 숫나무가 따로 있다. 그래서 꽃필때 암나무 주변에 수분수(꽃가루를 줄 숫나무)가 없으면 열매가 맺히질 않는다. 
일일초,즐거운 추억,줄기가 길게 늘어진 모양으로 잎의 질감이 좋아 오래 쳐다보면 마음이 편안해진다. 화분에 심어 올려두면 늘어뜨려진 모습도 입체적으로 보기 좋다. 꽃이 많이피지 않지만 잎이나 줄기사이에 드문드문 꽃이 피는 식물임을 보여준다.,일일초는 협죽도과에 속하는 한해살이풀로써 북아프리카 및 마다카스카르섬이 고향이다. 전형적인 열대식물로 지구상에 약 7종이 분포한다.
감국,그윽한 향기,가을 산야는 국화과 식물들 차지다. 특히 노란 꽃으로 향기까지 일품인 감국은 보는 것만으로도 좋지만 향을 맡거나 말려서 차로 마셔도 일품이다. 그래서 감국차가 많이 개발되어 있다.,국화과에 속하는 여러해살이 풀이다. 우리나라가 고향으로 산국과 매우 비슷하게 생겼다. 꽃이 좀 더 크고 향기가 좋은 것이 감국이다.
천일홍,"불후, 불변","꽃이 핀 채 얼마나 오랫동안 피어있으면 불변이라는 꽃말이 붙었는지..., 허긴 늦은 봄에 꽃이 피기 시작하여 여름내내 꽃을 피우고 있으니 그런 꽃말이 붙을 만도 하다. 꽃이든 사람관계든 그저 쉽게 변하지 않고 오래가는 것이 좋다.","일년생 초본류다. 원산지는 호주와 미국으로 지구상에 약 90여 종이 분포한다, 국내에 기르는 것은 대부분 개량된 원예종이다."
구절초,가을 여인,"가을을 대표하는 우리 꽃 중의 하나이다. 가을 하면 떠오르는 코스모스는 우리 자생식물이 아니라 도입 일년초이다. 코스모스가 분홍, 흰, 빨간색 외모로 우리를 유혹한다면 구절초는 밝은 흰색과 연한 핑크색의 외모는 물론 내면에서 발산하는 그윽한 향기로 모두를 사로잡는다. 역시 홀로 서있는 것 보다는 무리지어 함께 자라는 모습이 보기좋다.","국화과에 속하는 여러해살이 풀이다. 비슷한 것으로 산구절초, 포천구절초 등이 있다. 같은 구절초 종류인데도 자생지 환경에 따라 꽃의 색깔이나 모양이 조금씩 다른 것들이 있다. "
호프,성의,"호프는 맥주 특유의 향기와 쓴맛을 낸다. 방부성분도 들어있어 단백질의 혼탁을 막고 거품을 만들어 맛을 오랫동안 유지해주는 역할을 한다. 예전에 많이 재배되었는데 최근에는 대관령에서 맥주회사와 계약재배하는 정도이다. 
",덩굴성의 여러해살이풀로서 삼과식물에 속한다. 유럽이나 아시아의 온대지방이 고향으로 지구상에 2종이 분포한다. 양조용 품종이 개발되어 있다. 
참취,참맛,"산나물 하면 가장 먼저 떠오르는 나물이 바로 참취이다. 실제 취나물중 참취가 맛이 으뜸이며 그래서 이름도 참(정말, 진짜) 나물이다. 잎도 나물로 맛있지만 여름에 피는 꽃도 선명한 흰색으로 아름답다. 주변 전체가 녹색바탕일 때 흰꽃이 피기 때문에 훨씬 돋보인다. ","국화과에 속하는 여러해살이풀이다. 우리 산야에 흔히 자생하며 쑥부쟁이류, 부지깽이나물 등 비슷한 것으로 약 18종이 있다. "
야고,더부살이,"야고는 억새밭에 기생한다. 녹색 잎이나 줄기가 없어 스스로는 살지 못하고 억새들 틈에서 뿌리를 통해 연명하며 살고 있다. 겨우살이, 초종용, 백양더부살이, 수정란풀..., 스스로 살지 못하고 다른 식물에 의지하며 살아야 하는 기생식물들이지만 우리가 모르는 뭔가의 댓가가 있을 것이다. 세상엔 공짜가 없기 때문이다. ",열당과에 속하는 한해살이풀이다. 꽃은 9월에 피며 꽃대가 다 자라도 15cm미만으로 작다. 꽃이 하나씩 피며 나중에 작은 종자가 수북이 찬다. 줄기 기부에서는 몇 개의 적갈색 인편이 서로 마주난다.
측백나무,기대,"측백나무, 편백나무 숲, 요즘 도시 어린이들의 아토피치료에 효과가 있는 것으로 알려지고 있다. 아토피가 심한 경우 아예 숲이 있는 시골로 이사해 사는 도시사람들도 있다. 아토피는 폐질환이므로 숲이 주는 청량감과 맑은 공기덕분일 것으로 생각된다. 측백나무는 특히 피톤치드를 많이 발산하며 플라보놀 같은 항산화물질이 많이 들어있어 노화방지에 효과적이다. 꽃말처럼 우리의 건강한 삶을 위해 기대해볼만한 식물이다.","측백나무과에 속하는 침엽교목으로 지구상에 약 6종이 분포하는 상록성식물이다. 원산지는 동아시아와 북아메리카로 높이가 25m까지 자라는데, 꽃은 4월에 피고 열매는 9월에 익는다. 측백나무와 유사한 것들로 같은 과에 속하는 눈측백, 서양측백, 나한백, 편백, 화백 등이 있고, 우리가 잘 아는 향나무, 노간주나무도 측백나무과에 속한다."
거베라,"신비, 풀 수 없는 수수께끼",거베라만큼 크고 화려한 꽃도 드물다. 부를 상징하기도 한다. 거베라를 따라다니는 수식어다. 꽃꽂이용으로 가장 많이 쓰인다. 꽃이 크고 아름다우며 오래가기 때문에 화환이든 꽃바구니든 주연꽃으로 쓰인다.,"거베라는 지구상에 약 40여 종이 분포하는데, 주로 분포하는 곳은 온대지역으로 아프리카의 산악지대, 마다가스카르, 아시아 및 인도네시아의 초원지대로 비교적 서늘한 기후를 좋아하는 온대성 식물이다. 그 동안 원예적으로 많은 개량을 거쳐 지금은 약 200여 품종이 개발되어 있으며, 우리나라에서 재배되는 것도 약 30여 품종이나 되는데, 대부분 절화용이다. 농촌진흥청에서 국산 신품종으로 매년 4품종 정도씩 개발하여 농가에 보급하고 있다."
산부추,보호,"추어탕에 곁들이거나 전 만들 때 빠지지 않고 들어가는 것이 부추다. 산부추나 참산부추는 부추류의 야생종이다. 채소용 부추만큼 수량은 나지 않지만 부추 특유의 향은 똑 같으며 꽃이 공 모양의 붉은 색으로 바위틈이나 정원에 모아심어 두면 초가을 관상용으로 훌륭하다. 꽃말처럼 산부추, 마늘 같은 알리움류는 톡 쏘는 성분이 있어 싸스나 신종플루 같은 질병에 대한 내성을 길러주는 게 아닌가 싶다. ","알리움속에 속하는 백합과의 여러해살이풀로써 알뿌리 식물이다. 북반구의 건조한 평야지나 산악지에 약 700여 종이 자생한다. 우리나라에는 산마늘, 산달래, 참산부추, 두메부추 등 13종이 자생하고 있다."
마취목,희생 ,마취목(馬醉木)은 잎에 독성이 있어 소나 말이 먹으면 마취된다 하여 붙여진 이름이다. 꽃말을 보면 자연계에서 살아남기 위해 뭔가를 희생시키는데 독을 쓰겠지만 사람들은 그 독을 해충박멸을 위해 쓴다니 매우 친환경적이고 자연스런 방법이다.,"마취목은 우리나라에는 자생하지 않는다. 동부아시아와 북아메리카지역에 약 10여종이 나며 일본에도 4종(변종)이 자생한다. 진달래과 식물이며 키가 1-4m 정도인 상록성의 관목류이다. 유사종으로 잎에 무늬가 있는 무늬마취목, 키가 작은 애기마취목, 잎이 붉은 붉은마취목 등이 있다. "
에리카,"고독, 쓸쓸함","에리카, 화원에서 분화나 화단용으로 판매하는 것을 흔히 볼 수 있다. 꽃말을 보면 종명의 멜랑테라에서 유래된 듯 하다. ","에리카는 철쭉, 진달래 같은 진달래과에 속하는 식물로 지중해가 고향인 상록상의 작은 관목류다. 전 세계적으로 약 500여종이 분포하며 우리나라에서 쓰이는 것은 주로 분홍색인 멜랑테라 종이다."
사철나무,"어리석음을 안다, 지혜","전국 어디서든 사계절 녹색을 보이면서 잎이 넓은 종들이 흔치 않다. 특히 중북부지방에서 상록인 것은 소나무, 주목 등 침엽인 것들이 대부분이며 사철나무처럼 잎이 넓은 것은 거의 없다. 화살나무랑 같은 집안이다.","노박덩굴과에 속하는 상록관목이다. 주로 아시아 지역에 약 175종이 산다. 변종으로 잎이 타원형인 무룬나무, 잎이 긴 긴잎사철, 잎 가장자리에 하얀 점이 박힌 흰점사철, 잎에 하얀 줄이 있는 은테사철, 잎에 노란 반점이 있는 금사철, 잎 가장자리가 노란색인 금테사철, 잎에 노랑과 녹색 반점이 섞여 있는 황록사철 등이 있다. 모두 정원용으로 훌륭한 것들이며 우리 자생 자원들이다."
눈개쑥부쟁이,찬사,쑥부쟁이 중에 키가 가장 낮으면서 꽃이 많이 핀다. 이름처럼 꽃대들이 바짝 누워 바닥을 깔며 핀다. 포기 전체가 꽃이 활짝 피었을 때 가장 보기 좋지만 씨앗이 달려있는 꼬투리 모양이 겨울을 지나 이른 봄까지 그대로 유지되어 볼거리를 준다. 작은 씨앗 한 알을 뿌려 가을에 엄청난 꽃들을 피우는 걸 보면 충분히 찬사 받을 만 하다.,국화과에 속하는 여러해살이풀이다. 원종은 한라산이 고향이다. Aster속 형제로 우리나라에 약 19종이 살고 있다.
애기금어초,내 마음을 알아주세요.,"애기금어초는 꽃이 금어초처럼 금붕어 입처럼 생겼다 하여 붙여진 이름이다. 금어초(Antirrhinum sp., snapdragon)와는 다른 형제간이다. 하지만 집안(과명)은 둘 다 현삼과에 속한다. ","애기금어초는 도입된 일년초지만 우리나라에 자생하는 해란초류와 같은 형제간이다. 키나 꽃모양이 많이 닮았다. 북반구의 온대 및 지중해 지역에 약 100종이 자생하며 일년생인 것, 이년생, 다년생인 것 등 다양하다."
오렌지,"순결, 신부의 기쁨","오렌지는 꽃보다 과실을 생식용으로 쓴다. 전형적인 열대식물로 국내 유통되고 있는 것은 대부분 수입에 의존하고 있다. 오렌지 같은 감귤류 꽃은 대부분 흰색이다. 꽃은 크지 않지만 향기가 많이 난다. ‘순결’, ‘신부의 기쁨’ 꽃말과 잘 어울리는 꽃이다.","오렌지, 자몽, 유자, 감귤 등은 모두 감귤류(Citrus spp.)로 묶이는데, 지구상에 약 16종이 분포하고 있다. 주로 햇볕이 잘 드는 곳에 야생하고 있으며 주요 분포지는 아시아 남동부와 브라질 등 태평양 남동부 열대지역이다. "
큰꿩의비름,"희망, 생명",8-9월부터 꽃이 피어 점차 색이 진해지는 것을 보면 여성들의 입술화장을 연상하게 된다. 여고 졸업하고 처음 화장을 할 때는 연한 핑크색이지만 나이가 들면서 점차 색이 진해지기 때문이다. 꽃이 연분홍색으로 피어서 점차 홍자색을 띠다 가을이 깊어가면서 짙은 커피색으로 변하고 나중에 씨앗을 맺는다.,"대표적인 다육식물로써 돌나물과에 속하는 여러해살이 풀이다. 지구상에 400종 정도 분포하는 대가족식물로 주로 북반구의 산악지대에 자생한다. 꿩의비름류는 우리나라에도 둥근잎꿩의비름, 기린초 등 10여종이 자생한다. "
용설란,섬세,용설란' 하면 일생에 한번 꽃을 피운다는 것이 먼저 떠오른다. 백년 가까이 살면서 딱 한번 꽃을 피우니 참 건조하게 사는 것 같지만 일단 꽃을 피우면 자신을 돌아보지 않고 모든 영양분을 꽃과 씨앗에게 보내니 후손을 위한 내리사랑이 참 대단한 식물이다.,우리가 많이 알고 있는 대표적인 다육식물의 하나로써 용설란과 식물이다. 지구상에 약 200종 이상이 분포하고 있으며 주로 사막지역에 자생한다. 용설란의 꽃대는 10m까지 나오는데 꽃은 좀처럼 피지 않으며 한 번 꽃을 피우면 그 개체는 죽게 된다. 이런 특성 때문에 꽃이 100년 만에 핀다 하여 세기식물로도 불린다.
사막장미,지혜,선인장처럼 체내 물을 많이 저장하고 있는 다육식물도 종류가 참 많다. 컴퓨터의 전자파를 차단하는데 효과가 있다고 알려진 뒤 다육식물은 젊은 층들로부터 꾸준히 사랑을 받고 있다. 아데니아도 꽃말처럼 환경이 좋을 때 몸에 물을 잘 저장했다가 부족할 때 쓰는 훌륭한 지혜를 갖고 있다.,"영년생의 다육식물로 협죽도과에 속한다. 케냐, 탄자니아, 소말리아가 고향이다. 고향에는 약 90종 정도 분포하며 다년생으로 반상록인것 등 다양하다. "
유칼리 ,추억,"‘유칼리’ 하면 떠오르는 동물이 하나 있다. 바로 ‘코알라’, 코알라 덕분에 더 많이 알려진 식물이기도 하다. 꽃말은 이미 지나버린 가을을 생각나게 한다.","유칼립투스는 도금양과에 속하며 자생지에서 상록으로 자란다. 세계적으로 약 500종이 있는데 호주에 많으며 필리핀, 말레이시아, 인도네시아나 파푸아뉴기니에도 자생한다."
칼라,"환희, 열정","이름만큼이나 색상이 곱고 꽃말처럼 모양이 열정적이다. 흰색이 많으며 노란색, 분홍색 등의 유색계도 흔히 나온다. 꽃색이 선명하며 모양이 매우 아름답다. 관상부위인 꽃은 실제로는 잎이 변형된 것으로 화포(spathe)이며, 꽃 조직인 암수술은 화포에 싸여 작은 이삭모양으로 안에 달려있다.","천남성과에 속하는 알뿌리식물이다. 아프리카 남부와 동부의 습지, 늪지 호수 가장자리 등이 고향으로 자생지에 약 6종이 분포한다."
칼라디움 ,환희,잎 모양이 다양하고 무늬 종류가 많아 칼라디움을 보고 있으면 꽃말처럼 환한 기쁨을 느낀다. 꽃은 거의 볼품이 없으니 꽃보다 잎인 전형적인 관엽식물이다. ,"천남성과에 속하는 알뿌리식물이다. 약 16종이 열대의 남아메리카 숲, 브라질의 아마존강 가장자리에 자생한다."
행운목,"행운, 행복","생활공간에서 이용하는 관엽류 중 가장 많이 쓰는 게 바로 행운목이 아닐까 싶다. 식물의 이름이나 꽃말에서처럼 행운, 행복, lucky, happiness 등의 용어는 동서양을 막론하고 참 좋아하는 단어인 것 같다.",아스파라거스과에 속하는 상록성의 식물로 약 40종이 카나리 반도와 아프리카 서부나 이디오피아 열대지역에 자생한다.
크립탄서스,만족,"관엽식물 중 잎 무늬가 독특해 사랑받는 종이다. 대개 키가 작은데 위에서 보면 꽃말처럼 만족스러울 정도로 별 모양을 하고 있다. 이런 모양 덕분에 ‘Earth star’, ‘Starfish plant’라는 영명을 갖고 있다.","파인애플과로써 세계적으로 약 20종이 있다. 브로멜리아드 지역에 많이 자생하며 해발 1,600m 이상의 브라질 동부 고산지대에서 건조한 곳의 바위 사이나 주변에 집중적으로 분포한다."
안개초,"간절한 기쁨, 밝은 마음",어느 드라마든 주연과 조연이 있듯 꽃다발과 꽃바구니도 주연과 조연이 있다. 조연이 빛나려면 조연이 참 중요하다. 안개초는 어떤 꽃장식이나 주연을 빛나게 만드는 탁월한 능력을 갖고 있다.,안개초는 패랭이랑 같은 석죽과식물이다. 원산지가 시베리아라서 고온을 싫어하며 고랭지나 산간지대에서 생산되는 것이 보통이다.
파리지옥,유혹,"벌레를 잡아먹는 식물, 벌레들이 알면 무서워 도망갈 이름이다. 식물 중에는 질소, 인 같은 무기물만 섭취하는 게 아니라 파리지옥처럼 동물성 단백질을 생존에 필요한 질소원으로 활용하는 것도 있다. 꽃말처럼 향기, 색, 과즙 등으로 곤충을 유인하여 포획한다.","식충식물은 벌레를 잡는 트랩의 유형에 따라 포획형, 함정문형, 끈끈이식, 포충낭 등 4개로 구분된다. 파리지옥은 포획형이다. 케롤라이나 남북부 연안의 습지에 자생한다."
송악,한결같은 마음,남부지방 돌담을 보면 송악이 덩굴로 감고 있는 모습을 흔히 본다. 상록성이라 겨울에도 늘 푸른 모습으로 11월 중하순인데도 꽃을 피우고 독특한 향기를 품으며 철늦은 파리들의 유희장소로 제공하고 있다. ,두릅나무과에 속하는 상록성의 덩굴성식물이다. 전 세계적으로 고루 분포하며 8-12종이 있다. 
마삭줄,"매혹, 속삭임",잎이 여러 가지 무늬종들이 있어 아름답지만 마삭줄의 일종인 백화등은 꽃 향기가 강하며 아주 매혹적이다. 한창 꽃이 필 때 거실에 두면 집안 전체에 향기가 가득 찬다.,"협죽도과에 속하는 상록성의 덩굴성이다. 인도와 우리나라, 일본의 남부 숲속에서 약 20종이 자생한다."
산국,흉내,감국과 비슷하게 피면서 감국인 것처럼 흉내를 내지만 인기가 적어 사람들의 관심을 끌지 못한다. 꽃도 작아 볼품 적지만 향기도 너무 강해 차로도 마실 수가 없기 때문이다. ,"국화과의 여러살이풀이다. 러시아, 중국, 우리나라, 일본에 널리 분포한다."
